nohup: ignoring input
[2022-12-06 20:57:31.981] [info] SimpferFEXIPROOnly dataset_name yelp, dataset_dir /home/zhengbian/Dataset/ReverseMIPS
[2022-12-06 20:57:31.981] [info] index_dir /home/zhengbian/reverse-k-ranks/index
[2022-12-06 20:57:37.677] [info] n_data_item 159585, n_query_item 1000, n_user 2189457, vec_dim 150
[2022-12-06 20:57:37.677] [info] input parameter: simpfer_k_max 61, stop_time 70000s
[2022-12-06 20:59:07.929] [info] finish preprocess and save the index
[2022-12-06 20:59:07.929] [info] queryID 0, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 22:23:15.135] [info] queryID 1, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 22:38:11.672] [info] queryID 1, result_size 20, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 896.54s,
[2022-12-06 22:56:36.956] [info] queryID 1, result_size 47, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2001.82s,
[2022-12-06 23:19:10.194] [info] queryID 1, result_size 145, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3355.06s,
[2022-12-06 23:19:10.194] [info] queryID 1, result_size 145, rtk_topk 256, ip_cost 891108999, query_time 3355.06s, total_ip_cost 2342718990, total_retrieval_time 8402.27s
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:19:10.194] [info] queryID 2, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-06 23:33:40.014] [info] queryID 2, result_size 1, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 869.82s,
[2022-12-06 23:52:10.236] [info] queryID 2, result_size 3, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 1980.04s,
[2022-12-07 00:15:22.101] [info] queryID 2, result_size 12, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3371.91s,
[2022-12-07 00:43:58.472] [info] queryID 2, result_size 29, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5088.28s,
[2022-12-07 01:18:21.282] [info] queryID 2, result_size 104, rtk_topk 1024, accu_ip_cost 2572611975, accu_query_time 7151.09s,
[2022-12-07 01:18:21.283] [info] queryID 2, result_size 104, rtk_topk 1024, ip_cost 2572611975, query_time 7151.09s, total_ip_cost 4915330965, total_retrieval_time 15553.35s
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:18:21.283] [info] queryID 3, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 01:34:30.838] [info] queryID 3, result_size 0, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 969.56s,
[2022-12-07 01:54:03.622] [info] queryID 3, result_size 4, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2142.34s,
[2022-12-07 02:18:10.408] [info] queryID 3, result_size 9, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3589.13s,
[2022-12-07 02:46:54.156] [info] queryID 3, result_size 22, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5312.87s,
[2022-12-07 03:21:51.013] [info] queryID 3, result_size 106, rtk_topk 1024, accu_ip_cost 2572611975, accu_query_time 7409.73s,
[2022-12-07 03:21:51.013] [info] queryID 3, result_size 106, rtk_topk 1024, ip_cost 2572611975, query_time 7409.73s, total_ip_cost 7487942940, total_retrieval_time 22963.08s
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:21:51.013] [info] queryID 4, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 4, result_size 57, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 933.67s,
[2022-12-07 03:37:24.681] [info] queryID 4, result_size 57, rtk_topk 64, ip_cost 470733255, query_time 933.67s, total_ip_cost 7958676195, total_retrieval_time 23896.75s
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:37:24.681] [info] queryID 5, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 03:52:40.927] [info] queryID 5, result_size 13, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 916.25s,
[2022-12-07 04:11:13.953] [info] queryID 5, result_size 37, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2029.27s,
[2022-12-07 04:34:26.870] [info] queryID 5, result_size 121, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3422.19s,
[2022-12-07 04:34:26.870] [info] queryID 5, result_size 121, rtk_topk 256, ip_cost 891108999, query_time 3422.19s, total_ip_cost 8849785194, total_retrieval_time 27318.94s
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:34:26.871] [info] queryID 6, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 04:49:32.992] [info] queryID 6, result_size 38, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 906.12s,
[2022-12-07 05:08:21.589] [info] queryID 6, result_size 156, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2034.72s,
[2022-12-07 05:08:21.589] [info] queryID 6, result_size 156, rtk_topk 128, ip_cost 610858503, query_time 2034.72s, total_ip_cost 9460643697, total_retrieval_time 29353.66s
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:08:21.589] [info] queryID 7, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 05:23:35.422] [info] queryID 7, result_size 4, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 913.83s,
[2022-12-07 05:42:48.417] [info] queryID 7, result_size 5, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2066.83s,
[2022-12-07 06:06:31.477] [info] queryID 7, result_size 13, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3489.89s,
[2022-12-07 06:34:59.748] [info] queryID 7, result_size 25, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5198.16s,
[2022-12-07 07:09:36.143] [info] queryID 7, result_size 54, rtk_topk 1024, accu_ip_cost 2572611975, accu_query_time 7274.55s,
[2022-12-07 07:09:36.143] [info] queryID 7, result_size 54, rtk_topk 1024, ip_cost 2572611975, query_time 7274.55s, total_ip_cost 12033255672, total_retrieval_time 36628.21s
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:09:36.143] [info] queryID 8, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 07:24:14.180] [info] queryID 8, result_size 1, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 878.04s,
[2022-12-07 07:42:51.592] [info] queryID 8, result_size 11, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 1995.45s,
[2022-12-07 08:06:26.466] [info] queryID 8, result_size 27, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3410.32s,
[2022-12-07 08:34:57.948] [info] queryID 8, result_size 89, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5121.80s,
[2022-12-07 08:34:57.948] [info] queryID 8, result_size 89, rtk_topk 512, ip_cost 1451609991, query_time 5121.80s, total_ip_cost 13484865663, total_retrieval_time 41750.02s
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:34:57.948] [info] queryID 9, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 08:50:39.076] [info] queryID 9, result_size 8, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 941.13s,
[2022-12-07 09:09:45.023] [info] queryID 9, result_size 15, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2087.07s,
[2022-12-07 09:33:07.339] [info] queryID 9, result_size 48, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3489.39s,
[2022-12-07 10:01:09.722] [info] queryID 9, result_size 119, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5171.77s,
[2022-12-07 10:01:09.722] [info] queryID 9, result_size 119, rtk_topk 512, ip_cost 1451609991, query_time 5171.77s, total_ip_cost 14936475654, total_retrieval_time 46921.79s
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:01:09.722] [info] queryID 10, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:16:20.000] [info] queryID 10, result_size 10, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 910.28s,
[2022-12-07 10:36:00.265] [info] queryID 10, result_size 20, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2090.54s,
[2022-12-07 10:59:11.214] [info] queryID 10, result_size 61, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3481.49s,
[2022-12-07 10:59:11.214] [info] queryID 10, result_size 61, rtk_topk 256, ip_cost 891108999, query_time 3481.49s, total_ip_cost 15827584653, total_retrieval_time 50403.28s
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 10:59:11.214] [info] queryID 11, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 11:15:05.880] [info] queryID 11, result_size 2, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 954.67s,
[2022-12-07 11:33:53.883] [info] queryID 11, result_size 5, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2082.67s,
[2022-12-07 11:57:45.809] [info] queryID 11, result_size 13, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3514.59s,
[2022-12-07 12:25:52.616] [info] queryID 11, result_size 33, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5201.40s,
[2022-12-07 12:59:24.796] [info] queryID 11, result_size 96, rtk_topk 1024, accu_ip_cost 2572611975, accu_query_time 7213.58s,
[2022-12-07 12:59:24.796] [info] queryID 11, result_size 96, rtk_topk 1024, ip_cost 2572611975, query_time 7213.58s, total_ip_cost 18400196628, total_retrieval_time 57616.87s
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 1, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 2, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 4, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 8, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 16, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 12:59:24.796] [info] queryID 12, result_size 0, rtk_topk 32, accu_ip_cost 0, accu_query_time 0.00s,
[2022-12-07 13:15:39.186] [info] queryID 12, result_size 3, rtk_topk 64, accu_ip_cost 470733255, accu_query_time 974.39s,
[2022-12-07 13:34:01.251] [info] queryID 12, result_size 3, rtk_topk 128, accu_ip_cost 610858503, accu_query_time 2076.46s,
[2022-12-07 13:57:13.217] [info] queryID 12, result_size 3, rtk_topk 256, accu_ip_cost 891108999, accu_query_time 3468.42s,
[2022-12-07 14:25:53.863] [info] queryID 12, result_size 3, rtk_topk 512, accu_ip_cost 1451609991, accu_query_time 5189.07s,
[2022-12-07 15:00:09.699] [info] queryID 12, result_size 9, rtk_topk 1024, accu_ip_cost 2572611975, accu_query_time 7244.90s,
[2022-12-07 15:42:57.029] [info] queryID 12, result_size 25, rtk_topk 2048, accu_ip_cost 4814615943, accu_query_time 9812.23s,
[2022-12-07 16:37:30.472] [info] queryID 12, result_size 133, rtk_topk 4096, accu_ip_cost 9298623879, accu_query_time 13085.68s,
[2022-12-07 16:37:30.472] [info] queryID 12, result_size 133, rtk_topk 4096, ip_cost 9298623879, query_time 13085.68s, total_ip_cost 27698820507, total_retrieval_time 70702.54s
[2022-12-07 16:37:30.472] [info] total retrieval time larger than stop time, retrieval exit
[2022-12-07 16:37:30.645] [info] finish top-50
[2022-12-07 16:37:30.645] [info] top50 retrieval:
	total IP cost 27698820507, total time 70702.542s
[2022-12-07 16:37:30.645] [info] build index time: total 90.252001615s
top50 retrieval:
	total IP cost 27698820507, total time 70702.542s
